sub_category,download_size,speciality,origin_url,download_url,topic,course,department,course_id,department_id
Differential Equations,14.99 MB,,https://ocw.mit.edu/courses/mechanical-engineering/2-29-numerical-marine-hydrodynamics-13-024-spring-2003/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/2/2-29-spring-2003/2-29-spring-2003.zip,Mathematics,Numerical Marine Hydrodynamics (13.024),Mechanical Engineering,2-29-numerical-marine-hydrodynamics-13-024-spring-2003,mechanical-engineering
Real Estate,4.15 MB,,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-464-e-commerce-and-the-internet-in-real-estate-and-construction-spring-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/1/1-464-spring-2004/1-464-spring-2004.zip,Business,E-Commerce and the Internet in Real Estate and Construction,Civil and Environmental Engineering,1-464-e-commerce-and-the-internet-in-real-estate-and-construction-spring-2004,civil-and-environmental-engineering
Physics,6.95 MB,Thermodynamics,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-480-thermodynamics-for-geoscientists-fall-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-480-fall-2006/12-480-fall-2006.zip,Science,Thermodynamics for Geoscientists,"Earth, Atmospheric, and Planetary Sciences",12-480-thermodynamics-for-geoscientists-fall-2006,earth-atmospheric-and-planetary-sciences
Applied Mathematics,13.42 MB,,https://ocw.mit.edu/courses/mechanical-engineering/2-003j-dynamics-and-control-i-spring-2007/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/2/2-003j-spring-2007/2-003j-spring-2007.zip,Mathematics,Dynamics and Control I,Mechanical Engineering,2-003j-dynamics-and-control-i-spring-2007,mechanical-engineering
Project Management,23.76 MB,,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-040-project-management-spring-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/1/1-040-spring-2004/1-040-spring-2004.zip,Business,Project Management,Civil and Environmental Engineering,1-040-project-management-spring-2004,civil-and-environmental-engineering
Earth Science,9.70 MB,Atmospheric Science,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-820-turbulence-in-the-ocean-and-atmosphere-spring-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-820-spring-2006/12-820-spring-2006.zip,Science,Turbulence in the Ocean and Atmosphere,"Earth, Atmospheric, and Planetary Sciences",12-820-turbulence-in-the-ocean-and-atmosphere-spring-2006,earth-atmospheric-and-planetary-sciences
Differential Equations,17.17 MB,,https://ocw.mit.edu/courses/mechanical-engineering/2-004-systems-modeling-and-control-ii-fall-2007/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/2/2-004-fall-2007/2-004-fall-2007.zip,Mathematics,"Systems, Modeling, and Control II",Mechanical Engineering,2-004-systems-modeling-and-control-ii-fall-2007,mechanical-engineering
Earth Science,11.94 MB,Atmospheric Science,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-820-turbulence-in-the-ocean-and-atmosphere-spring-2007/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-820-spring-2007/12-820-spring-2007.zip,Science,Turbulence in the Ocean and Atmosphere,"Earth, Atmospheric, and Planetary Sciences",12-820-turbulence-in-the-ocean-and-atmosphere-spring-2007,earth-atmospheric-and-planetary-sciences
Algebra and Number Theory,28.88 MB,,https://ocw.mit.edu/courses/mathematics/18-782-introduction-to-arithmetic-geometry-fall-2013/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-782-fall-2013/18-782-fall-2013.zip,Mathematics,Introduction to Arithmetic Geometry,Mathematics,18-782-introduction-to-arithmetic-geometry-fall-2013,mathematics
Earth Science,44.74 MB,Oceanography,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-110-sedimentary-geology-spring-2007/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-110-spring-2007/12-110-spring-2007.zip,Science,Sedimentary Geology,"Earth, Atmospheric, and Planetary Sciences",12-110-sedimentary-geology-spring-2007,earth-atmospheric-and-planetary-sciences
Probability and Statistics,9.62 MB,,https://ocw.mit.edu/courses/political-science/17-871-political-science-laboratory-spring-2012/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/17/17-871-spring-2012/17-871-spring-2012.zip,Mathematics,Political Science Laboratory,Political Science,17-871-political-science-laboratory-spring-2012,political-science
Earth Science,14.58 MB,Planetary Science,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-091-basics-of-impact-cratering-geological-geophysical-geochemical-environmental-studies-of-some-impact-craters-of-the-earth-january-iap-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-091-january-iap-2008/12-091-january-iap-2008.zip,Science,"Basics of Impact Cratering & Geological, Geophysical, Geochemical, Environmental Studies of Some Impact Craters of the Earth","Earth, Atmospheric, and Planetary Sciences",12-091-basics-of-impact-cratering-geological-geophysical-geochemical-environmental-studies-of-some-impact-craters-of-the-earth-january-iap-2008,earth-atmospheric-and-planetary-sciences
Algebra and Number Theory,18.33 MB,,https://ocw.mit.edu/courses/mathematics/18-783-elliptic-curves-spring-2017/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-783-spring-2017/18-783-spring-2017.zip,Mathematics,Elliptic Curves,Mathematics,18-783-elliptic-curves-spring-2017,mathematics
Earth Science,3.66 MB,Planetary Science,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-425-extrasolar-planets-physics-and-detection-techniques-fall-2007/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-425-fall-2007/12-425-fall-2007.zip,Science,Extrasolar Planets: Physics and Detection Techniques,"Earth, Atmospheric, and Planetary Sciences",12-425-extrasolar-planets-physics-and-detection-techniques-fall-2007,earth-atmospheric-and-planetary-sciences
Differential Equations,34.84 MB,,https://ocw.mit.edu/courses/mathematics/18-03-differential-equations-spring-2010/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-03-spring-2010/18-03-spring-2010.zip,Mathematics,Differential Equations,Mathematics,18-03-differential-equations-spring-2010,mathematics
Earth Science,9.59 MB,Atmospheric Science,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-810-dynamics-of-the-atmosphere-spring-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-810-spring-2008/12-810-spring-2008.zip,Science,Dynamics of the Atmosphere,"Earth, Atmospheric, and Planetary Sciences",12-810-dynamics-of-the-atmosphere-spring-2008,earth-atmospheric-and-planetary-sciences
Calculus,113.33 MB,,https://ocw.mit.edu/courses/mathematics/18-02sc-multivariable-calculus-fall-2010/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-02sc-fall-2010/18-02sc-fall-2010.zip,Mathematics,Multivariable Calculus,Mathematics,18-02sc-multivariable-calculus-fall-2010,mathematics
Earth Science,6.33 MB,Atmospheric Science,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-815-atmospheric-radiation-fall-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-815-fall-2008/12-815-fall-2008.zip,Science,Atmospheric Radiation,"Earth, Atmospheric, and Planetary Sciences",12-815-atmospheric-radiation-fall-2008,earth-atmospheric-and-planetary-sciences
Applied Mathematics,33.22 MB,,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-441-information-theory-spring-2016/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/6/6-441-spring-2016/6-441-spring-2016.zip,Mathematics,Information Theory,Electrical Engineering and Computer Science,6-441-information-theory-spring-2016,electrical-engineering-and-computer-science
Earth Science,10.32 MB,Geology,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-510-introduction-to-seismology-spring-2010/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-510-spring-2010/12-510-spring-2010.zip,Science,Introduction to Seismology,"Earth, Atmospheric, and Planetary Sciences",12-510-introduction-to-seismology-spring-2010,earth-atmospheric-and-planetary-sciences
Applied Mathematics,6.47 MB,,https://ocw.mit.edu/courses/mathematics/18-385j-nonlinear-dynamics-and-chaos-fall-2014/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-385j-fall-2014/18-385j-fall-2014.zip,Mathematics,Nonlinear Dynamics and Chaos,Mathematics,18-385j-nonlinear-dynamics-and-chaos-fall-2014,mathematics
Earth Science,5.78 MB,Geophysics,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-802-wave-motion-in-the-ocean-and-the-atmosphere-spring-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-802-spring-2008/12-802-spring-2008.zip,Science,Wave Motion in the Ocean and the Atmosphere,"Earth, Atmospheric, and Planetary Sciences",12-802-wave-motion-in-the-ocean-and-the-atmosphere-spring-2008,earth-atmospheric-and-planetary-sciences
Calculus,132.19 MB,,https://ocw.mit.edu/resources/res-18-007-calculus-revisited-multivariable-calculus-fall-2011/download-resource-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/RES/res-18-007-fall-2011/res-18-007-fall-2011.zip,Mathematics,Calculus Revisited: Multivariable Calculus,Calculus Revisited: Multivariable Calculus,res-18-007-calculus-revisited-multivariable-calculus-fall-2011,resources
Earth Science,4.73 MB,Geophysics,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-s56-gps-where-are-you-fall-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-s56-fall-2008/12-s56-fall-2008.zip,Science,GPS: Where Are You?,"Earth, Atmospheric, and Planetary Sciences",12-s56-gps-where-are-you-fall-2008,earth-atmospheric-and-planetary-sciences
Calculus,135.21 MB,,https://ocw.mit.edu/resources/res-18-008-calculus-revisited-complex-variables-differential-equations-and-linear-algebra-fall-2011/download-resource-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/RES/res-18-008-fall-2011/res-18-008-fall-2011.zip,Mathematics,"Calculus Revisited: Complex Variables, Differential Equations, and Linear Algebra","Calculus Revisited: Complex Variables, Differential Equations, and Linear Algebra",res-18-008-calculus-revisited-complex-variables-differential-equations-and-linear-algebra-fall-2011,resources
Earth Science,25.42 MB,Oceanography,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-740-paleoceanography-spring-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-740-spring-2008/12-740-spring-2008.zip,Science,Paleoceanography,"Earth, Atmospheric, and Planetary Sciences",12-740-paleoceanography-spring-2008,earth-atmospheric-and-planetary-sciences
Computation,9.00 MB,,https://ocw.mit.edu/courses/media-arts-and-sciences/mas-865j-quantum-information-science-spring-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/MAS/mas-865j-spring-2006/mas-865j-spring-2006.zip,Mathematics,Quantum Information Science,Media Arts and Sciences,mas-865j-quantum-information-science-spring-2006,media-arts-and-sciences
Earth Science,29.88 MB,Climate Studies,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-842-climate-physics-and-chemistry-fall-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-842-fall-2008/12-842-fall-2008.zip,Science,Climate Physics and Chemistry,"Earth, Atmospheric, and Planetary Sciences",12-842-climate-physics-and-chemistry-fall-2008,earth-atmospheric-and-planetary-sciences
Probability and Statistics,15.26 MB,,https://ocw.mit.edu/courses/nuclear-engineering/22-38-probability-and-its-applications-to-reliability-quality-control-and-risk-assessment-fall-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/22/22-38-fall-2005/22-38-fall-2005.zip,Mathematics,"Probability And Its Applications To Reliability, Quality Control, And Risk Assessment",Nuclear Science and Engineering,22-38-probability-and-its-applications-to-reliability-quality-control-and-risk-assessment-fall-2005,nuclear-engineering
Earth Science,7.57 MB,Planetary Science,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-002-physics-and-chemistry-of-the-terrestrial-planets-fall-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-002-fall-2008/12-002-fall-2008.zip,Science,Physics and Chemistry of the Terrestrial Planets,"Earth, Atmospheric, and Planetary Sciences",12-002-physics-and-chemistry-of-the-terrestrial-planets-fall-2008,earth-atmospheric-and-planetary-sciences
Probability and Statistics,35.89 MB,,https://ocw.mit.edu/courses/physics/8-044-statistical-physics-i-spring-2013/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/8/8-044-spring-2013/8-044-spring-2013.zip,Mathematics,Statistical Physics I,Physics,8-044-statistical-physics-i-spring-2013,physics
Earth Science,6.98 MB,Atmospheric Science,https://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-803-quasi-balanced-circulations-in-oceans-and-atmospheres-fall-2009/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/12/12-803-fall-2009/12-803-fall-2009.zip,Science,Quasi-Balanced Circulations in Oceans and Atmospheres,"Earth, Atmospheric, and Planetary Sciences",12-803-quasi-balanced-circulations-in-oceans-and-atmospheres-fall-2009,earth-atmospheric-and-planetary-sciences
Probability and Statistics,13.00 MB,,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-203j-logistical-and-transportation-planning-methods-fall-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/1/1-203j-fall-2006/1-203j-fall-2006.zip,Mathematics,Logistical and Transportation Planning Methods,Civil and Environmental Engineering,1-203j-logistical-and-transportation-planning-methods-fall-2006,civil-and-environmental-engineering
Chemistry,50.53 MB,Analytical Chemistry,https://ocw.mit.edu/courses/chemical-engineering/10-626-electrochemical-energy-systems-spring-2014/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/10/10-626-spring-2014/10-626-spring-2014.zip,Science,Electrochemical Energy Systems,Chemical Engineering,10-626-electrochemical-energy-systems-spring-2014,chemical-engineering
Probability and Statistics,10.37 MB,,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-010-uncertainty-in-engineering-fall-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/1/1-010-fall-2008/1-010-fall-2008.zip,Mathematics,Uncertainty in Engineering,Civil and Environmental Engineering,1-010-uncertainty-in-engineering-fall-2008,civil-and-environmental-engineering
Physics,25.32 MB,Quantum Mechanics,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-642-continuum-electromechanics-fall-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/6/6-642-fall-2008/6-642-fall-2008.zip,Science,Continuum Electromechanics,Electrical Engineering and Computer Science,6-642-continuum-electromechanics-fall-2008,electrical-engineering-and-computer-science
Applied Mathematics,15.00 MB,,https://ocw.mit.edu/courses/mathematics/18-311-principles-of-applied-mathematics-spring-2014/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-311-spring-2014/18-311-spring-2014.zip,Mathematics,Principles of Applied Mathematics,Mathematics,18-311-principles-of-applied-mathematics-spring-2014,mathematics
Physics,28.89 MB,Electromagnetism,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-013-electromagnetics-and-applications-spring-2009/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/6/6-013-spring-2009/6-013-spring-2009.zip,Science,Electromagnetics and Applications,Electrical Engineering and Computer Science,6-013-electromagnetics-and-applications-spring-2009,electrical-engineering-and-computer-science
Probability and Statistics,13.48 MB,,https://ocw.mit.edu/courses/physics/8-08-statistical-physics-ii-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/8/8-08-spring-2005/8-08-spring-2005.zip,Mathematics,Statistical Physics II,Physics,8-08-statistical-physics-ii-spring-2005,physics
